* ID=Minilog-T
* Serial Number=4157
* Study ID=Jay MacDonald
* Start Time=2012-03-12 15:01:26
* Finish Time=2012-08-23 13:01:26
* Sample Period=01:00:00
* Date(yyyy-mm-dd),Time(hh:mm:ss),Temperature (°C)
2012-06-21,01:01:26,6.07
2012-06-21,02:01:26,6.07
2012-06-21,03:01:26,6.37
2012-06-21,04:01:26,6.37
2012-06-21,05:01:26,6.37
2012-06-21,06:01:26,6.22
2012-06-21,07:01:26,6.22
2012-06-21,08:01:26,6.22
2012-06-21,09:01:26,6.22
2012-06-21,10:01:26,6.22
2012-06-21,11:01:26,6.37
2012-06-21,12:01:26,6.37
2012-06-21,13:01:26,6.37
2012-06-21,14:01:26,6.37
2012-06-21,15:01:26,6.52
2012-06-21,16:01:26,6.52
2012-06-21,17:01:26,6.52
2012-06-21,18:01:26,6.66
2012-06-21,19:01:26,6.66
2012-06-21,20:01:26,6.66
2012-06-21,21:01:26,6.66
2012-06-21,22:01:26,6.81
2012-06-21,23:01:26,6.81
2012-06-22,00:01:26,6.96
2012-06-22,01:01:26,7.55
2012-06-22,02:01:26,7.40
2012-06-22,03:01:26,7.55
2012-06-22,04:01:26,8.14
2012-06-22,05:01:26,8.87
2012-06-22,06:01:26,8.87
2012-06-22,07:01:26,8.87
2012-06-22,08:01:26,8.87
2012-06-22,09:01:26,8.87
2012-06-22,10:01:26,9.02
2012-06-22,11:01:26,9.17
2012-06-22,12:01:26,9.31
2012-06-22,13:01:26,9.46
2012-06-22,14:01:26,8.87
2012-06-22,15:01:26,8.73
2012-06-22,16:01:26,8.87
2012-06-22,17:01:26,9.02
2012-06-22,18:01:26,9.02
2012-06-22,19:01:26,9.17
2012-06-22,20:01:26,9.17
2012-06-22,21:01:26,9.17
2012-06-22,22:01:26,9.02
2012-06-22,23:01:26,9.02
2012-06-23,00:01:26,9.17
2012-06-23,01:01:26,9.31
2012-06-23,02:01:26,9.46
2012-06-23,03:01:26,9.46
2012-06-23,04:01:26,9.17
2012-06-23,05:01:26,9.17
2012-06-23,06:01:26,9.17
2012-06-23,07:01:26,9.17
2012-06-23,08:01:26,9.31
2012-06-23,09:01:26,9.31
2012-06-23,10:01:26,9.17
2012-06-23,11:01:26,9.46
2012-06-23,12:01:26,9.17
2012-06-23,13:01:26,9.17
2012-06-23,14:01:26,9.31
2012-06-23,15:01:26,9.17
2012-06-23,16:01:26,9.31
2012-06-23,17:01:26,9.31
2012-06-23,18:01:26,9.31
2012-06-23,19:01:26,9.31
2012-06-23,20:01:26,8.73
2012-06-23,21:01:26,8.73
2012-06-23,22:01:26,8.73
2012-06-23,23:01:26,9.02
2012-06-24,00:01:26,8.87
2012-06-24,01:01:26,9.02
2012-06-24,02:01:26,9.02
2012-06-24,03:01:26,9.02
2012-06-24,04:01:26,8.87
2012-06-24,05:01:26,8.87
2012-06-24,06:01:26,8.87
2012-06-24,07:01:26,8.58
2012-06-24,08:01:26,8.43
2012-06-24,09:01:26,8.43
2012-06-24,10:01:26,8.14
2012-06-24,11:01:26,7.84
2012-06-24,12:01:26,7.84
2012-06-24,13:01:26,8.14
2012-06-24,14:01:26,8.14
2012-06-24,15:01:26,8.28
2012-06-24,16:01:26,8.43
2012-06-24,17:01:26,8.43
2012-06-24,18:01:26,8.43
2012-06-24,19:01:26,8.43
2012-06-24,20:01:26,8.58
2012-06-24,21:01:26,8.58
2012-06-24,22:01:26,8.58
2012-06-24,23:01:26,8.58
2012-06-25,00:01:26,8.58
2012-06-25,01:01:26,8.73
2012-06-25,02:01:26,8.87
2012-06-25,03:01:26,9.17
2012-06-25,04:01:26,9.02
2012-06-25,05:01:26,9.02
2012-06-25,06:01:26,9.02
2012-06-25,07:01:26,8.87
2012-06-25,08:01:26,9.02
2012-06-25,09:01:26,9.02
2012-06-25,10:01:26,8.87
2012-06-25,11:01:26,8.87
2012-06-25,12:01:26,8.73
2012-06-25,13:01:26,8.73
2012-06-25,14:01:26,8.73
2012-06-25,15:01:26,8.87
2012-06-25,16:01:26,8.87
2012-06-25,17:01:26,8.87
2012-06-25,18:01:26,8.87
2012-06-25,19:01:26,8.87
2012-06-25,20:01:26,8.73
2012-06-25,21:01:26,8.14
2012-06-25,22:01:26,8.14
2012-06-25,23:01:26,8.14
2012-06-26,00:01:26,8.14
2012-06-26,01:01:26,8.14
2012-06-26,02:01:26,8.14
2012-06-26,03:01:26,8.28
2012-06-26,04:01:26,8.14
2012-06-26,05:01:26,7.99
2012-06-26,06:01:26,7.84
2012-06-26,07:01:26,7.84
2012-06-26,08:01:26,7.84
2012-06-26,09:01:26,7.84
2012-06-26,10:01:26,7.84
2012-06-26,11:01:26,7.70
2012-06-26,12:01:26,7.40
2012-06-26,13:01:26,7.25
2012-06-26,14:01:26,7.25
2012-06-26,15:01:26,7.11
2012-06-26,16:01:26,7.11
2012-06-26,17:01:26,7.25
2012-06-26,18:01:26,7.11
2012-06-26,19:01:26,7.11
2012-06-26,20:01:26,7.40
2012-06-26,21:01:26,7.55
2012-06-26,22:01:26,7.40
2012-06-26,23:01:26,7.40
2012-06-27,00:01:26,7.40
2012-06-27,01:01:26,7.11
2012-06-27,02:01:26,7.11
2012-06-27,03:01:26,7.25
2012-06-27,04:01:26,7.25
2012-06-27,05:01:26,7.55
2012-06-27,06:01:26,7.84
2012-06-27,07:01:26,8.43
2012-06-27,08:01:26,8.87
2012-06-27,09:01:26,9.17
2012-06-27,10:01:26,9.46
2012-06-27,11:01:26,9.76
2012-06-27,12:01:26,9.61
2012-06-27,13:01:26,9.02
2012-06-27,14:01:26,9.02
2012-06-27,15:01:26,9.02
2012-06-27,16:01:26,9.02
2012-06-27,17:01:26,9.02
2012-06-27,18:01:26,9.02
2012-06-27,19:01:26,9.17
2012-06-27,20:01:26,9.17
2012-06-27,21:01:26,9.02
2012-06-27,22:01:26,9.17
2012-06-27,23:01:26,9.17
2012-06-28,00:01:26,9.02
2012-06-28,01:01:26,8.73
2012-06-28,02:01:26,8.73
2012-06-28,03:01:26,8.58
2012-06-28,04:01:26,8.58
2012-06-28,05:01:26,8.58
2012-06-28,06:01:26,8.58
2012-06-28,07:01:26,8.43
2012-06-28,08:01:26,8.43
2012-06-28,09:01:26,8.58
2012-06-28,10:01:26,8.43
2012-06-28,11:01:26,8.87
2012-06-28,12:01:26,8.58
2012-06-28,13:01:26,8.28
2012-06-28,14:01:26,8.14
2012-06-28,15:01:26,7.99
2012-06-28,16:01:26,7.84
2012-06-28,17:01:26,7.70
2012-06-28,18:01:26,7.55
2012-06-28,19:01:26,7.55
2012-06-28,20:01:26,7.55
2012-06-28,21:01:26,7.55
2012-06-28,22:01:26,7.55
2012-06-28,23:01:26,7.55
2012-06-29,00:01:26,7.55
2012-06-29,01:01:26,7.40
2012-06-29,02:01:26,7.25
2012-06-29,03:01:26,7.40
2012-06-29,04:01:26,7.55
2012-06-29,05:01:26,7.40
2012-06-29,06:01:26,7.25
2012-06-29,07:01:26,7.40
2012-06-29,08:01:26,7.84
2012-06-29,09:01:26,7.84
2012-06-29,10:01:26,7.70
2012-06-29,11:01:26,7.84
2012-06-29,12:01:26,7.70
2012-06-29,13:01:26,7.55
2012-06-29,14:01:26,7.55
2012-06-29,15:01:26,7.55
2012-06-29,16:01:26,7.40
2012-06-29,17:01:26,7.40
2012-06-29,18:01:26,7.40
2012-06-29,19:01:26,7.40
2012-06-29,20:01:26,7.25
2012-06-29,21:01:26,7.25
2012-06-29,22:01:26,7.25
2012-06-29,23:01:26,7.25
2012-06-30,00:01:26,7.40
2012-06-30,01:01:26,7.40
2012-06-30,02:01:26,7.70
2012-06-30,03:01:26,6.81
2012-06-30,04:01:26,6.52
2012-06-30,05:01:26,6.66
2012-06-30,06:01:26,6.66
2012-06-30,07:01:26,6.66
2012-06-30,08:01:26,6.81
2012-06-30,09:01:26,6.96
2012-06-30,10:01:26,6.96
2012-06-30,11:01:26,6.66
2012-06-30,12:01:26,7.25
2012-06-30,13:01:26,7.11
2012-06-30,14:01:26,6.81
2012-06-30,15:01:26,6.66
2012-06-30,16:01:26,6.66
2012-06-30,17:01:26,7.11
2012-06-30,18:01:26,6.81
2012-06-30,19:01:26,6.66
2012-06-30,20:01:26,6.52
2012-06-30,21:01:26,6.52
2012-06-30,22:01:26,6.52
2012-06-30,23:01:26,6.37
2012-07-01,00:01:26,6.52
2012-07-01,01:01:26,6.52
2012-07-01,02:01:26,6.07
2012-07-01,03:01:26,6.07
2012-07-01,04:01:26,6.07
2012-07-01,05:01:26,6.07
2012-07-01,06:01:26,6.07
2012-07-01,07:01:26,6.07
2012-07-01,08:01:26,6.07
2012-07-01,09:01:26,6.07
2012-07-01,10:01:26,6.07
2012-07-01,11:01:26,6.07
2012-07-01,12:01:26,5.92
2012-07-01,13:01:26,5.92
2012-07-01,14:01:26,5.92
2012-07-01,15:01:26,5.92
2012-07-01,16:01:26,5.92
2012-07-01,17:01:26,5.92
2012-07-01,18:01:26,5.92
2012-07-01,19:01:26,5.92
2012-07-01,20:01:26,6.07
2012-07-01,21:01:26,7.11
2012-07-01,22:01:26,6.22
2012-07-01,23:01:26,6.22
2012-07-02,00:01:26,6.07
2012-07-02,01:01:26,5.78
2012-07-02,02:01:26,5.78
2012-07-02,03:01:26,5.92
2012-07-02,04:01:26,5.92
2012-07-02,05:01:26,5.92
2012-07-02,06:01:26,6.07
2012-07-02,07:01:26,6.07
2012-07-02,08:01:26,6.07
2012-07-02,09:01:26,6.07
2012-07-02,10:01:26,6.37
2012-07-02,11:01:26,7.11
2012-07-02,12:01:26,7.25
2012-07-02,13:01:26,7.99
2012-07-02,14:01:26,6.66
2012-07-02,15:01:26,6.96
2012-07-02,16:01:26,7.99
2012-07-02,17:01:26,8.58
2012-07-02,18:01:26,9.02
2012-07-02,19:01:26,9.31
2012-07-02,20:01:26,9.76
2012-07-02,21:01:26,9.90
2012-07-02,22:01:26,9.90
2012-07-02,23:01:26,9.90
2012-07-03,00:01:26,10.20
2012-07-03,01:01:26,10.20
2012-07-03,02:01:26,10.35
2012-07-03,03:01:26,10.35
2012-07-03,04:01:26,10.20
2012-07-03,05:01:26,10.05
2012-07-03,06:01:26,10.35
2012-07-03,07:01:26,10.20
2012-07-03,08:01:26,9.90
2012-07-03,09:01:26,9.90
2012-07-03,10:01:26,10.05
2012-07-03,11:01:26,10.35
2012-07-03,12:01:26,10.49
2012-07-03,13:01:26,11.08
2012-07-03,14:01:26,11.08
2012-07-03,15:01:26,11.23
2012-07-03,16:01:26,11.08
2012-07-03,17:01:26,11.23
2012-07-03,18:01:26,11.82
2012-07-03,19:01:26,13.01
2012-07-03,20:01:26,12.41
2012-07-03,21:01:26,12.71
2012-07-03,22:01:26,13.01
2012-07-03,23:01:26,13.15
2012-07-04,00:01:26,13.15
2012-07-04,01:01:26,13.01
2012-07-04,02:01:26,13.01
2012-07-04,03:01:26,13.01
2012-07-04,04:01:26,13.30
2012-07-04,05:01:26,13.30
2012-07-04,06:01:26,12.86
2012-07-04,07:01:26,12.86
2012-07-04,08:01:26,13.01
2012-07-04,09:01:26,12.86
2012-07-04,10:01:26,13.01
2012-07-04,11:01:26,12.71
2012-07-04,12:01:26,12.41
2012-07-04,13:01:26,12.26
2012-07-04,14:01:26,12.56
2012-07-04,15:01:26,12.86
2012-07-04,16:01:26,13.01
2012-07-04,17:01:26,12.56
2012-07-04,18:01:26,12.12
2012-07-04,19:01:26,12.12
2012-07-04,20:01:26,11.82
2012-07-04,21:01:26,11.82
2012-07-04,22:01:26,11.67
2012-07-04,23:01:26,11.53
2012-07-05,00:01:26,11.53
2012-07-05,01:01:26,11.67
2012-07-05,02:01:26,11.82
2012-07-05,03:01:26,11.82
2012-07-05,04:01:26,11.82
2012-07-05,05:01:26,11.67
2012-07-05,06:01:26,11.38
2012-07-05,07:01:26,11.23
2012-07-05,08:01:26,11.38
2012-07-05,09:01:26,11.53
2012-07-05,10:01:26,11.53
2012-07-05,11:01:26,11.53
2012-07-05,12:01:26,11.53
2012-07-05,13:01:26,11.23
2012-07-05,14:01:26,11.23
2012-07-05,15:01:26,11.23
2012-07-05,16:01:26,11.23
2012-07-05,17:01:26,11.53
2012-07-05,18:01:26,11.53
2012-07-05,19:01:26,11.53
2012-07-05,20:01:26,11.38
2012-07-05,21:01:26,11.38
2012-07-05,22:01:26,11.53
2012-07-05,23:01:26,11.67
2012-07-06,00:01:26,11.97
2012-07-06,01:01:26,11.97
2012-07-06,02:01:26,11.97
2012-07-06,03:01:26,12.12
2012-07-06,04:01:26,12.26
2012-07-06,05:01:26,12.26
2012-07-06,06:01:26,12.56
2012-07-06,07:01:26,12.86
2012-07-06,08:01:26,13.01
2012-07-06,09:01:26,13.15
2012-07-06,10:01:26,13.30
2012-07-06,11:01:26,13.45
2012-07-06,12:01:26,13.60
2012-07-06,13:01:26,13.45
2012-07-06,14:01:26,13.30
2012-07-06,15:01:26,12.86
2012-07-06,16:01:26,13.15
2012-07-06,17:01:26,13.45
2012-07-06,18:01:26,13.75
2012-07-06,19:01:26,14.05
2012-07-06,20:01:26,14.05
2012-07-06,21:01:26,14.05
2012-07-06,22:01:26,14.05
2012-07-06,23:01:26,14.20
2012-07-07,00:01:26,14.20
2012-07-07,01:01:26,14.05
2012-07-07,02:01:26,14.05
2012-07-07,03:01:26,14.05
2012-07-07,04:01:26,13.90
2012-07-07,05:01:26,13.90
2012-07-07,06:01:26,13.75
2012-07-07,07:01:26,13.60
2012-07-07,08:01:26,13.60
2012-07-07,09:01:26,13.60
2012-07-07,10:01:26,13.60
2012-07-07,11:01:26,13.60
2012-07-07,12:01:26,13.75
2012-07-07,13:01:26,13.75
2012-07-07,14:01:26,13.90
2012-07-07,15:01:26,13.90
2012-07-07,16:01:26,14.05
2012-07-07,17:01:26,14.05
2012-07-07,18:01:26,14.05
2012-07-07,19:01:26,14.05
2012-07-07,20:01:26,13.75
2012-07-07,21:01:26,13.30
2012-07-07,22:01:26,13.30
2012-07-07,23:01:26,13.30
2012-07-08,00:01:26,13.45
2012-07-08,01:01:26,13.45
2012-07-08,02:01:26,13.45
2012-07-08,03:01:26,13.45
2012-07-08,04:01:26,13.60
2012-07-08,05:01:26,13.75
2012-07-08,06:01:26,13.60
2012-07-08,07:01:26,13.60
2012-07-08,08:01:26,13.15
2012-07-08,09:01:26,13.30
2012-07-08,10:01:26,13.30
2012-07-08,11:01:26,13.15
2012-07-08,12:01:26,13.30
2012-07-08,13:01:26,13.15
2012-07-08,14:01:26,13.30
2012-07-08,15:01:26,13.30
2012-07-08,16:01:26,13.45
2012-07-08,17:01:26,13.45
2012-07-08,18:01:26,13.60
2012-07-08,19:01:26,13.75
2012-07-08,20:01:26,14.35
2012-07-08,21:01:26,14.50
2012-07-08,22:01:26,14.95
2012-07-08,23:01:26,15.25
2012-07-09,00:01:26,13.15
2012-07-09,01:01:26,13.30
2012-07-09,02:01:26,13.30
2012-07-09,03:01:26,13.45
2012-07-09,04:01:26,13.75
2012-07-09,05:01:26,13.90
2012-07-09,06:01:26,13.90
2012-07-09,07:01:26,13.90
2012-07-09,08:01:26,13.90
2012-07-09,09:01:26,13.90
2012-07-09,10:01:26,13.75
2012-07-09,11:01:26,14.20
2012-07-09,12:01:26,14.80
2012-07-09,13:01:26,14.95
2012-07-09,14:01:26,15.10
2012-07-09,15:01:26,15.10
2012-07-09,16:01:26,14.95
2012-07-09,17:01:26,15.10
2012-07-09,18:01:26,14.95
2012-07-09,19:01:26,14.95
2012-07-09,20:01:26,14.95
2012-07-09,21:01:26,14.80
2012-07-09,22:01:26,14.50
2012-07-09,23:01:26,14.50
2012-07-10,00:01:26,14.35
2012-07-10,01:01:26,14.50
2012-07-10,02:01:26,14.20
2012-07-10,03:01:26,13.90
2012-07-10,04:01:26,13.75
2012-07-10,05:01:26,14.05
2012-07-10,06:01:26,14.20
2012-07-10,07:01:26,14.50
2012-07-10,08:01:26,13.75
2012-07-10,09:01:26,13.75
2012-07-10,10:01:26,13.75
2012-07-10,11:01:26,24.89
2012-07-10,12:01:26,29.81
2012-07-10,13:01:26,32.66
2012-07-10,14:01:26,30.74
2012-07-10,15:01:26,30.18
2012-07-10,16:01:26,30.18
2012-07-10,17:01:26,30.18
2012-07-10,18:01:26,29.44
2012-07-10,19:01:26,29.26
2012-07-10,20:01:26,28.36
2012-07-10,21:01:26,25.90
2012-07-10,22:01:26,23.55
2012-07-10,23:01:26,21.60
2012-07-11,00:01:26,19.69
2012-07-11,01:01:26,18.29
2012-07-11,02:01:26,17.37
2012-07-11,03:01:26,16.31
2012-07-11,04:01:26,15.55
2012-07-11,05:01:26,21.28
2012-07-11,06:01:26,23.55
2012-07-11,07:01:26,26.42
2012-07-11,08:01:26,27.12
2012-07-11,09:01:26,29.99
2012-07-11,10:01:26,30.93
2012-07-11,11:01:26,31.69
2012-07-11,12:01:26,28.54
2012-07-11,13:01:26,28.36
2012-07-11,14:01:26,28.54
2012-07-11,15:01:26,23.88
2012-07-11,16:01:26,22.57
2012-07-11,17:01:26,22.24
2012-07-11,18:01:26,22.08
2012-07-11,19:01:26,22.08
2012-07-11,20:01:26,22.73
2012-07-11,21:01:26,23.06
2012-07-11,22:01:26,22.73
2012-07-11,23:01:26,22.41
2012-07-12,00:01:26,22.41
2012-07-12,01:01:26,22.08
2012-07-12,02:01:26,21.76
2012-07-12,03:01:26,21.28
2012-07-12,04:01:26,20.17
2012-07-12,05:01:26,16.46
2012-07-12,06:01:26,16.61
2012-07-12,07:01:26,18.76
2012-07-12,08:01:26,21.28
2012-07-12,09:01:26,24.21
2012-07-12,10:01:26,24.05
2012-07-12,11:01:26,24.05
2012-07-12,12:01:26,24.55
2012-07-12,13:01:26,24.72
2012-07-12,14:01:26,25.39
2012-07-12,15:01:26,25.73
2012-07-12,16:01:26,24.21
2012-07-12,17:01:26,23.22
2012-07-12,18:01:26,22.73
2012-07-12,19:01:26,22.24
2012-07-12,20:01:26,21.76
2012-07-12,21:01:26,21.28
2012-07-12,22:01:26,20.96
2012-07-12,23:01:26,20.48
2012-07-13,00:01:26,20.01
2012-07-13,01:01:26,19.85
2012-07-13,02:01:26,19.69
2012-07-13,03:01:26,19.54
2012-07-13,04:01:26,19.23
2012-07-13,05:01:26,19.23
2012-07-13,06:01:26,19.07
2012-07-13,07:01:26,18.91
2012-07-13,08:01:26,18.91
2012-07-13,09:01:26,18.91
2012-07-13,10:01:26,19.07
2012-07-13,11:01:26,19.38
2012-07-13,12:01:26,19.54
2012-07-13,13:01:26,19.85
2012-07-13,14:01:26,20.01
2012-07-13,15:01:26,20.17
2012-07-13,16:01:26,20.32
2012-07-13,17:01:26,20.64
2012-07-13,18:01:26,20.64
2012-07-13,19:01:26,20.64
2012-07-13,20:01:26,20.64
2012-07-13,21:01:26,20.48
2012-07-13,22:01:26,20.32
2012-07-13,23:01:26,20.17
2012-07-14,00:01:26,21.12
2012-07-14,01:01:26,21.28
2012-07-14,02:01:26,21.44
2012-07-14,03:01:26,21.28
2012-07-14,04:01:26,21.28
2012-07-14,05:01:26,21.12
2012-07-14,06:01:26,20.96
2012-07-14,07:01:26,20.80
2012-07-14,08:01:26,20.64
2012-07-14,09:01:26,22.41
2012-07-14,10:01:26,21.60
2012-07-14,11:01:26,21.12
2012-07-14,12:01:26,21.12
2012-07-14,13:01:26,21.12
2012-07-14,14:01:26,21.28
2012-07-14,15:01:26,21.28
2012-07-14,16:01:26,21.28
2012-07-14,17:01:26,21.28
2012-07-14,18:01:26,21.28
2012-07-14,19:01:26,20.96
2012-07-14,20:01:26,20.80
2012-07-14,21:01:26,20.80
2012-07-14,22:01:26,20.96
2012-07-14,23:01:26,20.80
2012-07-15,00:01:26,20.64
2012-07-15,01:01:26,20.48
2012-07-15,02:01:26,20.32
2012-07-15,03:01:26,20.32
2012-07-15,04:01:26,20.17
2012-07-15,05:01:26,20.01
2012-07-15,06:01:26,19.85
2012-07-15,07:01:26,19.85
2012-07-15,08:01:26,19.85
2012-07-15,09:01:26,20.01
2012-07-15,10:01:26,20.17
2012-07-15,11:01:26,20.80
2012-07-15,12:01:26,21.28
2012-07-15,13:01:26,21.12
2012-07-15,14:01:26,20.96
2012-07-15,15:01:26,20.96
2012-07-15,16:01:26,21.12
2012-07-15,17:01:26,21.28
2012-07-15,18:01:26,21.44
2012-07-15,19:01:26,21.76
2012-07-15,20:01:26,21.44
2012-07-15,21:01:26,21.28
2012-07-15,22:01:26,20.96
2012-07-15,23:01:26,20.80
2012-07-16,00:01:26,20.80
2012-07-16,01:01:26,20.80
2012-07-16,02:01:26,20.64
2012-07-16,03:01:26,20.64
2012-07-16,04:01:26,20.48
2012-07-16,05:01:26,20.32
2012-07-16,06:01:26,20.17
2012-07-16,07:01:26,20.01
2012-07-16,08:01:26,20.01
2012-07-16,09:01:26,20.17
2012-07-16,10:01:26,20.48
2012-07-16,11:01:26,20.32
2012-07-16,12:01:26,20.32
2012-07-16,13:01:26,20.48
2012-07-16,14:01:26,20.64
2012-07-16,15:01:26,21.12
2012-07-16,16:01:26,21.60
2012-07-16,17:01:26,21.60
2012-07-16,18:01:26,21.60
2012-07-16,19:01:26,21.44
2012-07-16,20:01:26,21.28
2012-07-16,21:01:26,21.28
2012-07-16,22:01:26,21.44
2012-07-16,23:01:26,21.44
2012-07-17,00:01:26,21.28
2012-07-17,01:01:26,21.12
2012-07-17,02:01:26,21.12
2012-07-17,03:01:26,20.96
2012-07-17,04:01:26,20.80
2012-07-17,05:01:26,20.64
2012-07-17,06:01:26,20.64
2012-07-17,07:01:26,20.64
2012-07-17,08:01:26,20.96
2012-07-17,09:01:26,20.96
2012-07-17,10:01:26,20.96
2012-07-17,11:01:26,20.96
2012-07-17,12:01:26,21.12
2012-07-17,13:01:26,21.60
2012-07-17,14:01:26,21.92
2012-07-17,15:01:26,22.24
2012-07-17,16:01:26,22.57
2012-07-17,17:01:26,22.89
2012-07-17,18:01:26,22.73
2012-07-17,19:01:26,22.41
2012-07-17,20:01:26,22.41
2012-07-17,21:01:26,22.08
2012-07-17,22:01:26,21.92
2012-07-17,23:01:26,21.92
2012-07-18,00:01:26,21.92
2012-07-18,01:01:26,21.76
2012-07-18,02:01:26,21.60
2012-07-18,03:01:26,21.60
2012-07-18,04:01:26,21.44
2012-07-18,05:01:26,21.28
2012-07-18,06:01:26,21.28
2012-07-18,07:01:26,21.12
2012-07-18,08:01:26,21.28
2012-07-18,09:01:26,20.96
2012-07-18,10:01:26,20.96
2012-07-18,11:01:26,20.96
2012-07-18,12:01:26,20.96
2012-07-18,13:01:26,21.12
2012-07-18,14:01:26,22.24
2012-07-18,15:01:26,22.73
2012-07-18,16:01:26,23.06
2012-07-18,17:01:26,23.06
2012-07-18,18:01:26,23.06
2012-07-18,19:01:26,22.73
2012-07-18,20:01:26,22.24
2012-07-18,21:01:26,21.92
2012-07-18,22:01:26,21.60
2012-07-18,23:01:26,21.60
2012-07-19,00:01:26,21.44
2012-07-19,01:01:26,21.28
2012-07-19,02:01:26,21.12
2012-07-19,03:01:26,20.96
2012-07-19,04:01:26,20.80
2012-07-19,05:01:26,20.64
2012-07-19,06:01:26,20.64
2012-07-19,07:01:26,20.80
2012-07-19,08:01:26,21.12
2012-07-19,09:01:26,21.28
2012-07-19,10:01:26,21.28
2012-07-19,11:01:26,21.60
2012-07-19,12:01:26,21.92
2012-07-19,13:01:26,22.24
2012-07-19,14:01:26,22.57
2012-07-19,15:01:26,22.73
2012-07-19,16:01:26,22.89
2012-07-19,17:01:26,22.89
2012-07-19,18:01:26,22.89
2012-07-19,19:01:26,22.89
2012-07-19,20:01:26,22.73
2012-07-19,21:01:26,22.41
2012-07-19,22:01:26,21.92
2012-07-19,23:01:26,21.60
2012-07-20,00:01:26,21.12
2012-07-20,01:01:26,20.64
2012-07-20,02:01:26,20.48
2012-07-20,03:01:26,20.17
2012-07-20,04:01:26,19.85
2012-07-20,05:01:26,19.38
2012-07-20,06:01:26,19.07
2012-07-20,07:01:26,18.91
2012-07-20,08:01:26,19.07
2012-07-20,09:01:26,19.54
2012-07-20,10:01:26,19.85
2012-07-20,11:01:26,19.85
2012-07-20,12:01:26,20.01
2012-07-20,13:01:26,20.01
2012-07-20,14:01:26,19.85
2012-07-20,15:01:26,19.54
2012-07-20,16:01:26,19.38
2012-07-20,17:01:26,19.38
2012-07-20,18:01:26,19.38
2012-07-20,19:01:26,19.54
2012-07-20,20:01:26,19.07
2012-07-20,21:01:26,18.60
2012-07-20,22:01:26,18.76
2012-07-20,23:01:26,19.07
2012-07-21,00:01:26,19.23
2012-07-21,01:01:26,19.23
2012-07-21,02:01:26,19.07
2012-07-21,03:01:26,18.91
2012-07-21,04:01:26,18.76
2012-07-21,05:01:26,18.45
2012-07-21,06:01:26,18.14
2012-07-21,07:01:26,17.99
2012-07-21,08:01:26,17.99
2012-07-21,09:01:26,18.45
2012-07-21,10:01:26,18.91
2012-07-21,11:01:26,18.91
2012-07-21,12:01:26,19.07
2012-07-21,13:01:26,19.38
2012-07-21,14:01:26,19.85
2012-07-21,15:01:26,19.85
2012-07-21,16:01:26,20.01
2012-07-21,17:01:26,20.17
2012-07-21,18:01:26,20.32
2012-07-21,19:01:26,20.64
2012-07-21,20:01:26,20.48
2012-07-21,21:01:26,20.32
2012-07-21,22:01:26,20.01
2012-07-21,23:01:26,19.54
2012-07-22,00:01:26,19.54
2012-07-22,01:01:26,19.38
2012-07-22,02:01:26,19.07
2012-07-22,03:01:26,18.91
2012-07-22,04:01:26,18.76
2012-07-22,05:01:26,18.60
2012-07-22,06:01:26,18.14
2012-07-22,07:01:26,17.99
2012-07-22,08:01:26,18.14
2012-07-22,09:01:26,18.60
2012-07-22,10:01:26,18.76
2012-07-22,11:01:26,19.07
2012-07-22,12:01:26,20.01
2012-07-22,13:01:26,20.64
2012-07-22,14:01:26,20.96
2012-07-22,15:01:26,21.28
2012-07-22,16:01:26,21.28
2012-07-22,17:01:26,21.44
2012-07-22,18:01:26,21.60
2012-07-22,19:01:26,21.60
2012-07-22,20:01:26,21.44
2012-07-22,21:01:26,21.28
2012-07-22,22:01:26,21.28
2012-07-22,23:01:26,21.12
2012-07-23,00:01:26,20.96
2012-07-23,01:01:26,20.48
2012-07-23,02:01:26,20.17
2012-07-23,03:01:26,19.85
2012-07-23,04:01:26,19.69
2012-07-23,05:01:26,19.38
2012-07-23,06:01:26,19.38
2012-07-23,07:01:26,19.38
2012-07-23,08:01:26,19.85
2012-07-23,09:01:26,20.01
2012-07-23,10:01:26,20.17
2012-07-23,11:01:26,20.64
2012-07-23,12:01:26,21.44
2012-07-23,13:01:26,21.92
2012-07-23,14:01:26,22.08
2012-07-23,15:01:26,22.24
2012-07-23,16:01:26,22.41
2012-07-23,17:01:26,22.41
2012-07-23,18:01:26,22.73
2012-07-23,19:01:26,22.89
2012-07-23,20:01:26,22.73
2012-07-23,21:01:26,22.24
2012-07-23,22:01:26,21.76
2012-07-23,23:01:26,21.28
2012-07-24,00:01:26,21.28
2012-07-24,01:01:26,21.28
2012-07-24,02:01:26,21.28
2012-07-24,03:01:26,21.12
2012-07-24,04:01:26,21.12
2012-07-24,05:01:26,20.96
2012-07-24,06:01:26,20.80
2012-07-24,07:01:26,20.80
2012-07-24,08:01:26,20.96
2012-07-24,09:01:26,21.12
2012-07-24,10:01:26,21.12
2012-07-24,11:01:26,20.96
2012-07-24,12:01:26,20.96
2012-07-24,13:01:26,21.12
2012-07-24,14:01:26,21.28
2012-07-24,15:01:26,21.28
2012-07-24,16:01:26,21.44
2012-07-24,17:01:26,21.60
2012-07-24,18:01:26,21.60
2012-07-24,19:01:26,21.60
2012-07-24,20:01:26,21.60
2012-07-24,21:01:26,21.44
2012-07-24,22:01:26,21.28
2012-07-24,23:01:26,21.28
2012-07-25,00:01:26,21.28
